18422,11428,0,20666,20333,10000,10089,19642,22857,20714,19750,0,14166,0
18422,11428,19375,6666,0,5000,0,0,0,20714,0,13333,14166,12142
0,0,19375,20666,18333,0,10089,19642,22857,20714,19750,13333,0,12142
7589,11428,19375,20666,20333,0,4375,19642,22857,20714,19750,0,0,12142
18422,11428,19375,20666,0,10000,10089,19642,22857,0,6000,13333,14166,12142
18422,11428,19375,0,20333,10000,10089,19642,22857,20714,0,13333,14166,12142
18422,11428,19375,0,20333,10000,10089,17500,22857,20714,0,13333,14166,12142
6875,0,19375,0,20333,10000,10089,19642,0,0,0,0,0,0
18422,11428,19375,20666,0,10000,10089,19642,22857,20714,19750,13333,14166,12142
